"isocode","isoabbr","state_province","iso_state","date","dimension","subnational","total_change","branch","who","institution","report_date","expiration_date","report_change"
484,"MX","Puebla","MX-PUE",2020-03-15,"schools",0,1,"executive leadership","Public Education Secretary Esteban Moctezuma Barragan",NA,2020-03-15,NA,1
484,"MX","Puebla","MX-PUE",2020-03-20,"sea_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Puebla","MX-PUE",2020-03-24,"soc_gath",0,0.25,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,0.25
484,"MX","Puebla","MX-PUE",2020-03-30,"soc_gath",0,0.25,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,0.25
484,"MX","Puebla","MX-PUE",2020-03-30,"venues",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Puebla","MX-PUE",2020-03-24,"wfh",0,1,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,1
484,"MX","Puebla","MX-PUE",2020-03-19,"gov_offs",1,1,"missing",NA,NA,2020-03-19,NA,1
484,"MX","Puebla","MX-PUE",2020-06-01,"land_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Puebla","MX-PUE",2020-03-12,"masks",1,1,"executive leadership",NA,"Secretary of Tourism and Health",2020-03-12,NA,1
484,"MX","Puebla","MX-PUE",2020-06-01,"ne_busn",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Puebla","MX-PUE",2020-03-25,"publ_tr",1,1,"missing",NA,NA,2020-03-25,NA,1
484,"MX","Puebla","MX-PUE",2020-06-01,"restrts",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Puebla","MX-PUE",2020-06-01,"sea_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Puebla","MX-PUE",2020-10-18,"soc_gath",1,0.75,"executive leadership","Governor",NA,2020-10-18,NA,0.75
484,"MX","Puebla","MX-PUE",2020-03-19,"venues",1,1,"missing",NA,NA,2020-03-19,NA,1
484,"MX","Puebla","MX-PUE",2020-03-17,"wfh",1,1,"executive leadership","Governor",NA,2020-03-17,NA,1
484,"MX","Queretaro","MX-QUE",2020-03-26,"gov_offs",0,1,"executive leadership","Hugo López-Gatell, undersecretary of Health",NA,2020-03-26,NA,1
484,"MX","Queretaro","MX-QUE",2020-03-20,"land_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Queretaro","MX-QUE",2020-02-28,"med_stay",0,0.333,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-02-28,NA,0.333
484,"MX","Queretaro","MX-QUE",2020-03-30,"ne_busn",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Queretaro","MX-QUE",2020-03-30,"restrts",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Queretaro","MX-QUE",2020-03-15,"schools",0,1,"executive leadership","Public Education Secretary Esteban Moctezuma Barragan",NA,2020-03-15,NA,1
484,"MX","Queretaro","MX-QUE",2020-03-20,"sea_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Queretaro","MX-QUE",2020-03-24,"soc_gath",0,0.25,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,0.25
484,"MX","Queretaro","MX-QUE",2020-03-30,"soc_gath",0,0.25,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,0.25
484,"MX","Queretaro","MX-QUE",2020-03-30,"venues",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Queretaro","MX-QUE",2020-03-24,"wfh",0,1,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,1
484,"MX","Queretaro","MX-QUE",2020-06-01,"land_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Queretaro","MX-QUE",2020-07-04,"masks",1,1,"missing",NA,NA,2020-07-04,NA,1
484,"MX","Queretaro","MX-QUE",2020-03-19,"med_stay",1,1,"executive leadership","Governor",NA,2020-03-19,NA,1
484,"MX","Queretaro","MX-QUE",2020-06-01,"ne_busn",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Queretaro","MX-QUE",2020-06-01,"restrts",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Queretaro","MX-QUE",2020-06-01,"sea_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Queretaro","MX-QUE",2020-07-04,"soc_gath",1,0.5,"missing",NA,NA,2020-07-04,NA,0.5
484,"MX","Queretaro","MX-QUE",2020-03-16,"venues",1,1,"executive leadership","Governor",NA,2020-03-16,NA,1
484,"MX","Queretaro","MX-QUE",2020-03-16,"wfh",1,1,"executive leadership","Governor",NA,2020-03-16,NA,1
484,"MX","Quintana Roo","MX-ROO",2020-03-26,"gov_offs",0,1,"executive leadership","Hugo López-Gatell, undersecretary of Health",NA,2020-03-26,NA,1
484,"MX","Quintana Roo","MX-ROO",2020-03-20,"land_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Quintana Roo","MX-ROO",2020-02-28,"med_stay",0,0.333,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-02-28,NA,0.333
484,"MX","Quintana Roo","MX-ROO",2020-03-30,"ne_busn",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Quintana Roo","MX-ROO",2020-03-30,"restrts",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Quintana Roo","MX-ROO",2020-03-15,"schools",0,1,"executive leadership","Public Education Secretary Esteban Moctezuma Barragan",NA,2020-03-15,NA,1
484,"MX","Quintana Roo","MX-ROO",2020-03-20,"sea_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Quintana Roo","MX-ROO",2020-03-24,"soc_gath",0,0.25,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,0.25
484,"MX","Quintana Roo","MX-ROO",2020-03-30,"soc_gath",0,0.25,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,0.25
484,"MX","Quintana Roo","MX-ROO",2020-03-30,"venues",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Quintana Roo","MX-ROO",2020-03-24,"wfh",0,1,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,1
484,"MX","Quintana Roo","MX-ROO",2020-03-24,"gov_offs",1,1,"executive leadership","Governor",NA,2020-03-24,NA,1
484,"MX","Quintana Roo","MX-ROO",2020-06-01,"land_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Quintana Roo","MX-ROO",2020-04-19,"masks",1,1,"executive leadership","Governor",NA,2020-04-19,NA,1
484,"MX","Quintana Roo","MX-ROO",2020-06-01,"ne_busn",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Quintana Roo","MX-ROO",2020-07-10,"ne_busn",1,1,"missing",NA,NA,2020-07-10,NA,1
484,"MX","Quintana Roo","MX-ROO",2020-06-01,"restrts",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Quintana Roo","MX-ROO",2020-07-10,"restrts",1,1,"missing",NA,NA,2020-07-10,NA,1
484,"MX","Quintana Roo","MX-ROO",2020-06-01,"sea_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Quintana Roo","MX-ROO",2020-03-17,"soc_gath",1,1,"missing",NA,NA,2020-03-17,NA,1
484,"MX","Quintana Roo","MX-ROO",2020-06-01,"venues",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Quintana Roo","MX-ROO",2020-09-25,"venues",1,1,"missing",NA,NA,2020-09-25,NA,1
484,"MX","Sinaloa","MX-SIN",2020-03-26,"gov_offs",0,1,"executive leadership","Hugo López-Gatell, undersecretary of Health",NA,2020-03-26,NA,1
484,"MX","Sinaloa","MX-SIN",2020-03-20,"land_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Sinaloa","MX-SIN",2020-02-28,"med_stay",0,0.333,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-02-28,NA,0.333
484,"MX","Sinaloa","MX-SIN",2020-03-30,"ne_busn",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Sinaloa","MX-SIN",2020-03-30,"restrts",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Sinaloa","MX-SIN",2020-03-15,"schools",0,1,"executive leadership","Public Education Secretary Esteban Moctezuma Barragan",NA,2020-03-15,NA,1
484,"MX","Sinaloa","MX-SIN",2020-03-20,"sea_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Sinaloa","MX-SIN",2020-03-24,"soc_gath",0,0.25,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,0.25
484,"MX","Sinaloa","MX-SIN",2020-03-30,"soc_gath",0,0.25,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,0.25
484,"MX","Sinaloa","MX-SIN",2020-03-30,"venues",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Sinaloa","MX-SIN",2020-03-24,"wfh",0,1,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,1
484,"MX","Sinaloa","MX-SIN",2020-06-01,"land_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Sinaloa","MX-SIN",2020-06-01,"ne_busn",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Sinaloa","MX-SIN",2020-04-17,"publ_tr",1,1,"executive leadership","Governor",NA,2020-04-17,NA,1
484,"MX","Sinaloa","MX-SIN",2020-06-01,"restrts",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Sinaloa","MX-SIN",2020-06-01,"sea_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Sinaloa","MX-SIN",2020-03-24,"venues",1,1,"missing",NA,NA,2020-03-24,NA,1
484,"MX","Sinaloa","MX-SIN",2020-10-10,"venues",1,1,"missing",NA,NA,2020-10-10,NA,1
484,"MX","Sinaloa","MX-SIN",2020-11-06,"venues",1,1,"missing",NA,NA,2020-11-06,NA,1
484,"MX","San Luis Potosi","MX-SLP",2020-03-26,"gov_offs",0,1,"executive leadership","Hugo López-Gatell, undersecretary of Health",NA,2020-03-26,NA,1
484,"MX","San Luis Potosi","MX-SLP",2020-03-20,"land_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","San Luis Potosi","MX-SLP",2020-02-28,"med_stay",0,0.333,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-02-28,NA,0.333
484,"MX","San Luis Potosi","MX-SLP",2020-03-30,"ne_busn",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","San Luis Potosi","MX-SLP",2020-03-30,"restrts",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","San Luis Potosi","MX-SLP",2020-03-15,"schools",0,1,"executive leadership","Public Education Secretary Esteban Moctezuma Barragan",NA,2020-03-15,NA,1
484,"MX","San Luis Potosi","MX-SLP",2020-03-20,"sea_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","San Luis Potosi","MX-SLP",2020-03-24,"soc_gath",0,0.25,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,0.25
484,"MX","San Luis Potosi","MX-SLP",2020-03-30,"soc_gath",0,0.25,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,0.25
484,"MX","San Luis Potosi","MX-SLP",2020-03-30,"venues",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","San Luis Potosi","MX-SLP",2020-03-24,"wfh",0,1,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,1
484,"MX","San Luis Potosi","MX-SLP",2020-03-20,"gov_offs",1,1,"missing",NA,NA,2020-03-20,NA,1
484,"MX","San Luis Potosi","MX-SLP",2020-06-01,"land_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","San Luis Potosi","MX-SLP",2020-07-18,"masks",1,1,"missing",NA,NA,2020-07-18,NA,1
484,"MX","San Luis Potosi","MX-SLP",2020-06-01,"ne_busn",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","San Luis Potosi","MX-SLP",2020-07-23,"ne_busn",1,1,"missing",NA,NA,2020-07-23,NA,1
484,"MX","San Luis Potosi","MX-SLP",2020-06-01,"restrts",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","San Luis Potosi","MX-SLP",2020-06-01,"sea_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","San Luis Potosi","MX-SLP",2020-03-16,"venues",1,1,"executive leadership","Health Minister",NA,2020-03-16,NA,1
484,"MX","San Luis Potosi","MX-SLP",2020-03-20,"wfh",1,1,"missing",NA,NA,2020-03-20,NA,1
484,"MX","Sonora","MX-SON",2020-03-26,"gov_offs",0,1,"executive leadership","Hugo López-Gatell, undersecretary of Health",NA,2020-03-26,NA,1
484,"MX","Sonora","MX-SON",2020-03-20,"land_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Sonora","MX-SON",2020-02-28,"med_stay",0,0.333,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-02-28,NA,0.333
484,"MX","Sonora","MX-SON",2020-03-30,"ne_busn",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Sonora","MX-SON",2020-03-30,"restrts",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Sonora","MX-SON",2020-03-15,"schools",0,1,"executive leadership","Public Education Secretary Esteban Moctezuma Barragan",NA,2020-03-15,NA,1
484,"MX","Sonora","MX-SON",2020-03-20,"sea_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Sonora","MX-SON",2020-03-24,"soc_gath",0,0.25,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,0.25
484,"MX","Sonora","MX-SON",2020-03-30,"soc_gath",0,0.25,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,0.25
484,"MX","Sonora","MX-SON",2020-03-30,"venues",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Sonora","MX-SON",2020-03-24,"wfh",0,1,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,1
484,"MX","Sonora","MX-SON",2020-03-16,"gov_offs",1,1,"executive leadership","Governor",NA,2020-03-16,NA,1
484,"MX","Sonora","MX-SON",2020-04-10,"ind_mob",1,1,"executive leadership",NA,"Ministry of Health",2020-04-10,NA,1
484,"MX","Sonora","MX-SON",2020-06-01,"land_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Sonora","MX-SON",2020-07-05,"masks",1,1,"missing",NA,NA,2020-07-05,NA,1
484,"MX","Sonora","MX-SON",2020-03-16,"ne_busn",1,1,"executive leadership","Governor",NA,2020-03-16,NA,1
484,"MX","Sonora","MX-SON",2020-03-16,"restrts",1,1,"executive leadership","Governor",NA,2020-03-16,NA,1
484,"MX","Sonora","MX-SON",2020-06-01,"sea_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Sonora","MX-SON",2020-03-16,"soc_gath",1,0.75,"executive leadership","Governor",NA,2020-03-16,NA,0.75
484,"MX","Sonora","MX-SON",2020-03-16,"venues",1,1,"executive leadership","Governor",NA,2020-03-16,NA,1
484,"MX","Sonora","MX-SON",2020-11-09,"venues",1,1,"missing",NA,NA,2020-11-09,NA,1
484,"MX","Tabasco","MX-TAB",2020-03-26,"gov_offs",0,1,"executive leadership","Hugo López-Gatell, undersecretary of Health",NA,2020-03-26,NA,1
484,"MX","Tabasco","MX-TAB",2020-03-20,"land_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Tabasco","MX-TAB",2020-02-28,"med_stay",0,0.333,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-02-28,NA,0.333
484,"MX","Tabasco","MX-TAB",2020-03-30,"ne_busn",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Tabasco","MX-TAB",2020-03-30,"restrts",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Tabasco","MX-TAB",2020-03-15,"schools",0,1,"executive leadership","Public Education Secretary Esteban Moctezuma Barragan",NA,2020-03-15,NA,1
484,"MX","Tabasco","MX-TAB",2020-03-20,"sea_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Tabasco","MX-TAB",2020-03-24,"soc_gath",0,0.25,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,0.25
484,"MX","Tabasco","MX-TAB",2020-03-30,"soc_gath",0,0.25,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,0.25
484,"MX","Tabasco","MX-TAB",2020-03-30,"venues",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Tabasco","MX-TAB",2020-03-24,"wfh",0,1,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,1
484,"MX","Tabasco","MX-TAB",2020-03-18,"gov_offs",1,1,"judiciary","Judge",NA,2020-03-18,NA,1
484,"MX","Tabasco","MX-TAB",2020-04-21,"ind_mob",1,1,"missing",NA,NA,2020-04-21,NA,1
484,"MX","Tabasco","MX-TAB",2020-06-01,"land_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Tabasco","MX-TAB",2020-04-21,"masks",1,1,"missing",NA,NA,2020-04-21,NA,1
484,"MX","Tabasco","MX-TAB",2020-06-01,"ne_busn",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Tabasco","MX-TAB",2020-04-21,"publ_tr",1,1,"missing",NA,NA,2020-04-21,NA,1
484,"MX","Tabasco","MX-TAB",2020-06-01,"restrts",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Tabasco","MX-TAB",2020-06-01,"sea_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Tabasco","MX-TAB",2020-03-14,"venues",1,1,"executive leadership","Secretary of Health",NA,2020-03-14,NA,1
484,"MX","Tabasco","MX-TAB",2020-12-04,"venues",1,1,"missing",NA,NA,2020-12-04,NA,1
484,"MX","Tabasco","MX-TAB",2020-03-20,"wfh",1,1,"executive leadership","Governor",NA,2020-03-20,NA,1
484,"MX","Tamaulipas","MX-TAM",2020-03-26,"gov_offs",0,1,"executive leadership","Hugo López-Gatell, undersecretary of Health",NA,2020-03-26,NA,1
484,"MX","Tamaulipas","MX-TAM",2020-03-20,"land_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Tamaulipas","MX-TAM",2020-02-28,"med_stay",0,0.333,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-02-28,NA,0.333
484,"MX","Tamaulipas","MX-TAM",2020-03-30,"ne_busn",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Tamaulipas","MX-TAM",2020-03-30,"restrts",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Tamaulipas","MX-TAM",2020-03-15,"schools",0,1,"executive leadership","Public Education Secretary Esteban Moctezuma Barragan",NA,2020-03-15,NA,1
484,"MX","Tamaulipas","MX-TAM",2020-03-20,"sea_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Tamaulipas","MX-TAM",2020-03-24,"soc_gath",0,0.25,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,0.25
484,"MX","Tamaulipas","MX-TAM",2020-03-30,"soc_gath",0,0.25,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,0.25
484,"MX","Tamaulipas","MX-TAM",2020-03-30,"venues",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Tamaulipas","MX-TAM",2020-03-24,"wfh",0,1,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,1
484,"MX","Tamaulipas","MX-TAM",2020-03-18,"land_bord",1,0.333,"missing",NA,NA,2020-03-18,NA,0.333
484,"MX","Tamaulipas","MX-TAM",2020-04-03,"land_bord",1,0.667,"executive leadership","Governor",NA,2020-04-03,NA,0.667
484,"MX","Tamaulipas","MX-TAM",2020-04-23,"masks",1,1,"executive leadership","Governor",NA,2020-04-23,NA,1
484,"MX","Tamaulipas","MX-TAM",2020-06-01,"ne_busn",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Tamaulipas","MX-TAM",2020-07-06,"ne_busn",1,1,"missing",NA,NA,2020-07-06,NA,1
484,"MX","Tamaulipas","MX-TAM",2020-08-13,"publ_tr",1,1,"missing",NA,NA,2020-08-13,NA,1
484,"MX","Tamaulipas","MX-TAM",2020-06-01,"restrts",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Tamaulipas","MX-TAM",2020-07-06,"restrts",1,1,"missing",NA,NA,2020-07-06,NA,1
484,"MX","Tamaulipas","MX-TAM",2020-06-01,"sea_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Tamaulipas","MX-TAM",2020-11-21,"soc_gath",1,0.25,"missing",NA,NA,2020-11-21,NA,0.25
484,"MX","Tamaulipas","MX-TAM",2020-06-01,"venues",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Tlaxcala","MX-TLA",2020-03-26,"gov_offs",0,1,"executive leadership","Hugo López-Gatell, undersecretary of Health",NA,2020-03-26,NA,1
484,"MX","Tlaxcala","MX-TLA",2020-03-20,"land_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Tlaxcala","MX-TLA",2020-02-28,"med_stay",0,0.333,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-02-28,NA,0.333
484,"MX","Tlaxcala","MX-TLA",2020-03-30,"ne_busn",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Tlaxcala","MX-TLA",2020-03-30,"restrts",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Tlaxcala","MX-TLA",2020-03-15,"schools",0,1,"executive leadership","Public Education Secretary Esteban Moctezuma Barragan",NA,2020-03-15,NA,1
484,"MX","Tlaxcala","MX-TLA",2020-03-20,"sea_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Tlaxcala","MX-TLA",2020-03-24,"soc_gath",0,0.25,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,0.25
484,"MX","Tlaxcala","MX-TLA",2020-03-30,"soc_gath",0,0.25,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,0.25
484,"MX","Tlaxcala","MX-TLA",2020-03-30,"venues",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Tlaxcala","MX-TLA",2020-03-24,"wfh",0,1,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,1
484,"MX","Tlaxcala","MX-TLA",2020-06-01,"land_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Tlaxcala","MX-TLA",2020-04-27,"masks",1,1,"executive leadership","Minister of Communication and Transportation",NA,2020-04-27,NA,1
484,"MX","Tlaxcala","MX-TLA",2020-06-01,"ne_busn",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Tlaxcala","MX-TLA",2020-06-01,"restrts",1,1,"missing",NA,NA,2020-06-01,NA,1
484,"MX","Tlaxcala","MX-TLA",2020-06-01,"sea_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Tlaxcala","MX-TLA",2020-03-25,"venues",1,1,"executive leadership","Governor",NA,2020-03-25,NA,1
484,"MX","Tlaxcala","MX-TLA",2020-12-19,"venues",1,1,"executive leadership","Minister of Health",NA,2020-12-19,NA,1
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-03-26,"gov_offs",0,1,"executive leadership","Hugo López-Gatell, undersecretary of Health",NA,2020-03-26,NA,1
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-03-20,"land_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-02-28,"med_stay",0,0.333,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-02-28,NA,0.333
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-03-30,"ne_busn",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-03-30,"restrts",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-03-15,"schools",0,1,"executive leadership","Public Education Secretary Esteban Moctezuma Barragan",NA,2020-03-15,NA,1
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-03-20,"sea_bord",0,0.333,"missing",NA,NA,2020-03-20,NA,0.333
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-03-24,"soc_gath",0,0.25,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,0.25
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-03-30,"soc_gath",0,0.25,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,0.25
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-03-30,"venues",0,1,"executive leadership","Health Undersecretary Hugo López-Gatell",NA,2020-03-30,NA,1
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-03-24,"wfh",0,1,"executive leadership","Deputy Health Minister Hugo Lopez-Gatell",NA,2020-03-24,NA,1
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-03-17,"gov_offs",1,1,"executive leadership",NA,"State Ministry of Health",2020-03-17,NA,1
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-06-01,"land_bord",1,0.333,"missing",NA,NA,2020-06-01,NA,0.333
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-03-17,"ne_busn",1,1,"executive leadership",NA,"State Ministry of Health",2020-03-17,NA,1
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-07-06,"ne_busn",1,1,"missing",NA,NA,2020-07-06,NA,1
484,"MX","Veracruz de Ignacio de la Llave","MX-VER",2020-08-05,"publ_tr",1,1,"missing",NA,NA,2020-08-05,NA,1
